date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2015-01-01,5,-4,0.0,8.7,2,72,03:24 PM,04:37 AM,08:00 AM,05:51 PM,-19,-1,1,-1,9,0,23,0.0,1020,5,10,153,5,california
2015-01-02,8,-2,0.0,8.7,2,80,04:11 PM,05:35 AM,08:00 AM,05:52 PM,-12,3,3,3,7,1,33,0.0,1020,8,10,228,4,california
2015-01-03,10,1,0.0,8.7,3,87,05:02 PM,06:28 AM,08:01 AM,05:53 PM,-11,4,6,4,14,3,30,0.0,1023,10,10,247,7,california
2015-01-04,12,2,0.0,8.7,3,94,05:55 PM,07:19 AM,08:01 AM,05:53 PM,-6,6,7,6,8,3,40,0.0,1027,12,10,164,4,california
2015-01-05,14,3,0.0,8.7,4,100,06:49 PM,08:04 AM,08:01 AM,05:54 PM,-8,7,9,7,13,1,30,0.0,1027,14,10,81,7,california
2015-01-06,17,7,0.0,8.7,4,100,07:44 PM,08:45 AM,08:01 AM,05:55 PM,-3,11,12,11,19,1,38,0.0,1024,17,10,100,11,california
2015-01-07,20,8,0.0,8.7,5,84,08:38 PM,09:23 AM,08:01 AM,05:56 PM,-2,13,13,13,14,14,37,0.0,1021,20,10,57,8,california
2015-01-08,20,8,0.0,8.7,5,77,09:32 PM,09:57 AM,08:01 AM,05:57 PM,-1,13,14,13,11,16,39,0.0,1017,20,10,221,6,california
2015-01-09,18,10,0.0,8.7,4,69,10:25 PM,10:29 AM,08:01 AM,05:58 PM,-5,13,13,13,9,27,29,0.0,1015,18,10,215,5,california
2015-01-10,15,7,0.0,8.7,4,62,11:19 PM,11:01 AM,08:01 AM,05:59 PM,-1,11,11,11,10,23,45,0.1,1015,15,10,203,6,california
2015-01-11,11,8,0.0,8.7,2,55,No moonrise,11:32 AM,08:01 AM,05:59 PM,4,8,9,8,15,41,72,17.6,1018,11,8,81,10,california
2015-01-12,14,5,0.0,10.0,4,48,12:13 AM,12:04 PM,08:00 AM,06:00 PM,2,7,9,7,18,10,67,0.0,1020,14,10,284,11,california
2015-01-13,13,4,0.0,10.0,3,40,01:08 AM,12:37 PM,08:00 AM,06:01 PM,-2,7,8,7,13,5,51,0.0,1021,13,10,177,8,california
2015-01-14,12,3,0.0,10.0,3,33,02:04 AM,01:14 PM,08:00 AM,06:02 PM,-6,7,8,7,8,0,39,0.0,1023,12,10,172,5,california
2015-01-15,14,3,0.0,10.0,3,26,03:02 AM,01:56 PM,08:00 AM,06:03 PM,-5,8,8,8,6,19,40,0.0,1025,14,10,166,4,california
2015-01-16,15,4,0.0,10.0,4,19,04:01 AM,02:42 PM,08:00 AM,06:04 PM,-5,10,10,10,8,17,36,0.0,1023,15,10,151,5,california
2015-01-17,16,5,0.0,10.5,4,11,05:00 AM,03:35 PM,07:59 AM,06:05 PM,-3,11,11,11,8,21,39,0.0,1023,16,10,249,4,california
2015-01-18,18,7,0.0,5.2,3,4,05:59 AM,04:34 PM,07:59 AM,06:06 PM,-4,12,12,12,6,60,33,0.0,1023,18,10,158,3,california
2015-01-19,18,8,0.0,10.5,4,0,06:55 AM,05:39 PM,07:59 AM,06:07 PM,-5,12,12,12,15,35,29,0.0,1021,18,10,276,8,california
2015-01-20,15,8,0.0,8.4,3,0,07:47 AM,06:47 PM,07:58 AM,06:08 PM,-5,11,11,11,11,45,32,0.0,1017,15,10,208,6,california
2015-01-21,15,5,0.0,10.5,4,3,08:35 AM,07:58 PM,07:58 AM,06:09 PM,-7,9,10,9,14,1,30,0.0,1018,15,10,145,8,california
2015-01-22,13,4,0.0,10.0,3,10,09:19 AM,09:07 PM,07:57 AM,06:10 PM,-11,8,9,8,7,42,25,0.0,1024,13,10,140,4,california
2015-01-23,14,3,0.0,10.5,4,18,10:01 AM,10:16 PM,07:57 AM,06:11 PM,-12,9,9,9,9,1,23,0.0,1025,14,10,114,5,california
2015-01-24,17,5,0.0,10.6,4,25,10:40 AM,11:23 PM,07:56 AM,06:12 PM,-11,10,11,10,18,0,22,0.0,1022,17,10,116,12,california
2015-01-25,19,6,0.0,10.6,4,32,11:20 AM,No moonset,07:56 AM,06:13 PM,-5,12,12,12,13,9,30,0.0,1020,19,10,94,8,california
2015-01-26,14,10,0.0,10.0,3,39,11:59 AM,12:28 AM,07:55 AM,06:14 PM,0,10,12,10,26,61,46,4.9,1018,14,9,84,17,california
2015-01-27,13,7,0.0,10.6,3,47,12:40 PM,01:31 AM,07:55 AM,06:15 PM,6,10,10,10,9,38,73,0.4,1022,13,10,65,6,california
2015-01-28,15,8,0.0,8.5,3,54,01:24 PM,02:31 AM,07:54 AM,06:16 PM,4,11,12,11,14,45,62,0.0,1022,15,10,44,9,california
2015-01-29,17,9,0.0,10.0,3,61,02:10 PM,03:30 AM,07:53 AM,06:17 PM,0,13,13,13,14,59,43,0.0,1018,17,10,93,9,california
2015-01-30,14,9,0.0,6.9,3,69,02:59 PM,04:24 AM,07:53 AM,06:18 PM,4,11,11,11,11,80,60,2.2,1014,14,7,248,7,california
2015-01-31,16,7,0.0,10.7,4,72,03:50 PM,05:15 AM,07:52 AM,06:19 PM,1,11,11,11,13,14,51,0.0,1014,16,10,181,9,california
2015-02-01,17,5,0.0,10.7,4,86,04:43 PM,06:01 AM,07:51 AM,06:20 PM,-5,11,11,11,8,15,35,0.0,1019,17,10,196,5,california
2015-02-02,19,7,0.0,10.7,4,94,05:37 PM,06:44 AM,07:50 AM,06:21 PM,-6,13,13,13,10,3,28,0.0,1019,19,10,202,5,california
2015-02-03,21,8,0.0,10.7,5,100,06:31 PM,07:23 AM,07:50 AM,06:22 PM,-5,14,14,14,15,6,28,0.0,1019,21,10,256,8,california
2015-02-04,23,8,0.0,10.7,5,100,07:25 PM,07:58 AM,07:49 AM,06:23 PM,-5,15,15,15,9,1,24,0.0,1018,23,10,216,5,california
2015-02-05,22,10,0.0,10.0,4,84,08:19 PM,08:31 AM,07:48 AM,06:24 PM,-3,16,16,16,8,16,29,0.0,1017,22,10,219,5,california
2015-02-06,21,9,0.0,10.8,5,76,09:12 PM,09:03 AM,07:47 AM,06:25 PM,-3,14,15,14,25,7,31,0.0,1018,21,10,224,15,california
2015-02-07,20,10,0.0,10.8,5,69,10:06 PM,09:34 AM,07:46 AM,06:26 PM,3,13,14,13,28,16,50,0.0,1019,20,10,241,18,california
2015-02-08,21,9,0.0,10.8,5,61,10:59 PM,10:05 AM,07:45 AM,06:27 PM,5,14,15,14,21,4,53,0.0,1019,21,10,245,13,california
2015-02-09,19,10,0.0,10.8,4,53,11:54 PM,10:38 AM,07:44 AM,06:28 PM,3,13,14,13,26,3,55,0.0,1019,19,10,270,17,california
2015-02-10,18,7,0.0,10.9,4,46,No moonrise,11:13 AM,07:44 AM,06:29 PM,0,12,13,12,18,2,46,0.0,1018,18,10,158,11,california
2015-02-11,19,8,0.0,10.9,5,38,12:50 AM,11:51 AM,07:43 AM,06:30 PM,-8,13,14,13,17,10,23,0.0,1021,19,10,50,10,california
2015-02-12,20,9,0.0,10.9,5,31,01:47 AM,12:33 PM,07:42 AM,06:31 PM,-8,14,14,14,16,5,21,0.0,1022,20,10,43,10,california
2015-02-13,22,10,0.0,10.9,5,23,02:44 AM,01:22 PM,07:41 AM,06:32 PM,-9,15,16,15,11,0,19,0.0,1019,22,10,137,7,california
2015-02-14,22,10,0.0,10.9,5,16,03:42 AM,02:16 PM,07:40 AM,06:33 PM,-5,17,17,17,14,0,22,0.0,1018,22,10,126,8,california
2015-02-15,23,11,0.0,11.0,5,8,04:38 AM,03:17 PM,07:38 AM,06:34 PM,-3,16,17,16,16,0,28,0.0,1015,23,10,205,9,california
2015-02-16,25,11,0.0,11.0,5,1,05:31 AM,04:22 PM,07:37 AM,06:35 PM,-2,17,17,17,26,2,31,0.0,1014,25,10,282,15,california
2015-02-17,21,11,0.0,11.0,5,0,06:21 AM,05:32 PM,07:36 AM,06:36 PM,-3,16,16,16,14,1,28,0.0,1018,21,10,122,9,california
2015-02-18,21,9,0.0,11.0,5,0,07:08 AM,06:42 PM,07:35 AM,06:37 PM,-7,15,15,15,11,4,23,0.0,1019,21,10,120,6,california
2015-02-19,23,10,0.0,11.0,5,0,07:52 AM,07:53 PM,07:34 AM,06:38 PM,-2,16,16,16,19,10,33,0.0,1017,23,10,236,11,california
2015-02-20,21,10,0.0,10.1,4,7,08:33 AM,09:03 PM,07:33 AM,06:39 PM,-1,15,15,15,19,52,35,0.0,1014,21,10,238,10,california
2015-02-21,20,8,0.0,11.1,5,14,09:15 AM,10:12 PM,07:32 AM,06:40 PM,-2,13,14,13,28,1,38,0.0,1011,20,10,270,18,california
2015-02-22,11,7,0.0,5.6,2,22,09:56 AM,11:18 PM,07:31 AM,06:41 PM,3,6,9,6,24,59,69,16.8,1010,11,8,183,17,california
2015-02-23,10,4,0.0,11.1,3,29,10:38 AM,No moonset,07:29 AM,06:42 PM,-3,5,7,5,16,24,50,2.3,1017,10,10,83,12,california
2015-02-24,15,3,0.0,11.2,4,37,11:22 AM,12:22 AM,07:28 AM,06:43 PM,-6,8,9,8,19,2,37,0.0,1023,15,10,275,11,california
2015-02-25,18,6,0.0,10.1,3,44,12:08 PM,01:23 AM,07:27 AM,06:44 PM,-5,11,12,11,15,16,31,0.0,1020,18,10,240,9,california
2015-02-26,17,7,0.0,10.1,3,52,12:56 PM,02:19 AM,07:26 AM,06:45 PM,-4,11,12,11,24,31,34,0.0,1013,17,10,268,14,california
2015-02-27,16,7,0.0,11.2,4,60,01:47 PM,03:12 AM,07:24 AM,06:46 PM,-0,9,11,9,35,4,48,0.0,1007,16,10,274,25,california
2015-02-28,12,4,0.0,11.2,2,67,02:39 PM,03:59 AM,07:23 AM,06:46 PM,-0,5,8,5,30,12,57,0.2,1008,12,10,249,22,california
2015-03-01,10,4,0.0,11.3,2,72,03:33 PM,04:43 AM,07:22 AM,06:47 PM,-0,4,7,4,21,25,62,3.0,1014,10,10,73,16,california
2015-03-02,11,3,0.0,10.1,2,79,04:26 PM,05:23 AM,07:21 AM,06:48 PM,-1,5,7,5,21,26,60,0.2,1012,11,10,251,15,california
2015-03-03,12,4,0.0,11.3,3,86,05:20 PM,05:59 AM,07:19 AM,06:49 PM,-1,7,8,7,12,10,55,0.0,1014,12,10,227,8,california
2015-03-04,13,4,0.0,11.3,4,94,06:13 PM,06:33 AM,07:18 AM,06:50 PM,-8,8,9,8,13,1,30,0.0,1019,13,10,88,8,california
2015-03-05,16,5,0.0,11.3,4,100,07:07 PM,07:05 AM,07:17 AM,06:51 PM,-11,10,10,10,10,3,22,0.0,1025,16,10,100,6,california
2015-03-06,20,6,0.0,11.4,5,100,08:00 PM,07:37 AM,07:15 AM,06:52 PM,-11,13,13,13,16,2,18,0.0,1022,20,10,60,10,california
2015-03-07,22,9,0.0,11.4,5,84,08:54 PM,08:08 AM,07:14 AM,06:53 PM,-9,15,15,15,11,2,20,0.0,1018,22,10,182,6,california
2015-03-08,23,11,0.0,11.4,5,77,09:49 PM,08:40 AM,07:13 AM,06:54 PM,-7,16,16,16,21,1,21,0.0,1016,23,10,254,11,california
2015-03-09,23,10,0.0,11.4,5,70,10:43 PM,09:14 AM,07:11 AM,06:54 PM,-7,17,17,17,15,1,21,0.0,1015,23,10,175,9,california
2015-03-10,19,7,0.0,8.7,3,63,11:40 PM,09:51 AM,07:10 AM,06:55 PM,-4,12,13,12,18,41,36,0.5,1017,19,10,221,11,california
2015-03-11,19,7,0.0,8.7,3,55,No moonrise,10:31 AM,07:08 AM,06:56 PM,-3,11,12,11,19,42,40,0.2,1017,19,10,193,12,california
2015-03-12,19,7,0.0,11.5,3,48,12:35 AM,11:16 AM,07:07 AM,06:57 PM,-2,11,12,11,21,22,40,0.0,1017,19,10,214,13,california
2015-03-13,20,9,0.0,10.1,4,41,01:31 AM,12:06 PM,07:06 AM,06:58 PM,-1,12,13,12,24,35,42,0.0,1017,20,10,215,16,california
2015-03-14,20,8,0.0,8.7,4,34,02:26 AM,01:02 PM,07:04 AM,06:59 PM,-3,12,13,12,25,45,38,0.0,1017,20,10,230,16,california
2015-03-15,19,8,0.0,10.1,3,26,03:19 AM,02:02 PM,07:03 AM,06:59 PM,-2,12,13,12,23,35,40,0.0,1018,19,10,233,15,california
2015-03-16,20,8,0.0,10.2,4,19,04:08 AM,03:08 PM,07:01 AM,07:00 PM,-1,12,13,12,25,16,41,0.0,1017,20,10,225,16,california
2015-03-17,19,8,0.0,8.8,3,12,04:55 AM,04:16 PM,07:00 AM,07:01 PM,-4,11,13,11,26,48,37,0.2,1015,19,10,242,17,california
2015-03-18,19,7,0.0,10.3,4,4,05:40 AM,05:26 PM,06:59 AM,07:02 PM,-5,11,13,11,22,39,34,0.0,1015,19,10,236,14,california
2015-03-19,24,12,0.0,11.6,6,0,06:22 AM,06:37 PM,06:57 AM,07:03 PM,-3,17,18,17,27,6,33,0.0,1015,24,10,199,16,california
2015-03-20,26,13,0.0,8.9,5,0,07:04 AM,07:47 PM,06:56 AM,07:04 PM,-3,19,19,19,19,39,27,0.0,1017,26,10,240,11,california
2015-03-21,25,13,0.0,10.3,5,3,07:46 AM,08:57 PM,06:54 AM,07:04 PM,-3,18,18,18,33,35,25,0.0,1017,25,10,271,21,california
2015-03-22,22,12,0.0,8.9,4,10,08:29 AM,10:04 PM,06:53 AM,07:05 PM,-1,16,17,16,35,63,34,0.0,1018,22,10,262,24,california
2015-03-23,20,8,0.0,11.6,5,17,09:14 AM,11:09 PM,06:52 AM,07:06 PM,3,12,14,12,34,5,52,0.0,1019,20,10,273,25,california
2015-03-24,21,9,0.0,10.3,4,24,10:01 AM,No moonset,06:50 AM,07:07 PM,3,13,14,13,29,24,50,0.0,1019,21,10,293,21,california
2015-03-25,24,10,0.0,11.6,5,32,10:50 AM,12:09 AM,06:49 AM,07:08 PM,-1,16,16,16,18,3,38,0.0,1019,24,10,165,12,california
2015-03-26,26,12,0.0,11.6,6,39,11:41 AM,01:05 AM,06:47 AM,07:09 PM,-4,19,19,19,11,16,22,0.0,1020,26,10,152,7,california
2015-03-27,29,15,0.0,11.6,6,46,12:33 PM,01:55 AM,06:46 AM,07:09 PM,-3,21,21,22,19,0,20,0.0,1018,29,10,262,11,california
2015-03-28,28,14,0.0,11.6,6,54,01:27 PM,02:41 AM,06:44 AM,07:10 PM,-2,20,20,21,28,0,24,0.0,1017,28,10,268,16,california
2015-03-29,28,14,0.0,11.6,6,61,02:21 PM,03:22 AM,06:43 AM,07:11 PM,-2,20,20,21,20,6,24,0.0,1016,28,10,222,11,california
2015-03-30,28,15,0.0,11.6,6,68,03:15 PM,03:59 AM,06:42 AM,07:12 PM,-1,21,21,21,22,1,24,0.0,1015,28,10,231,12,california
2015-03-31,24,15,0.0,11.6,5,72,04:08 PM,04:34 AM,06:40 AM,07:13 PM,-2,18,19,18,39,32,25,0.0,1013,24,10,279,26,california
2015-04-01,21,9,0.0,11.6,5,86,05:01 PM,05:07 AM,06:39 AM,07:13 PM,-7,14,15,14,28,8,25,0.0,1014,21,10,275,19,california
2015-04-02,18,6,0.0,11.6,4,93,05:55 PM,05:39 AM,06:37 AM,07:14 PM,-9,12,13,12,22,4,24,0.0,1016,18,10,217,14,california
2015-04-03,20,10,0.0,11.6,5,100,06:49 PM,06:10 AM,06:36 AM,07:15 PM,-13,15,15,15,22,0,15,0.0,1019,20,10,138,14,california
2015-04-04,23,11,0.0,11.6,5,100,07:44 PM,06:42 AM,06:35 AM,07:16 PM,-8,16,17,16,25,16,20,0.0,1012,23,10,258,16,california
2015-04-05,20,9,0.0,11.6,5,84,08:38 PM,07:16 AM,06:33 AM,07:17 PM,-3,13,14,13,33,9,32,0.0,1009,20,10,259,24,california
2015-04-06,16,6,0.0,10.3,3,77,09:35 PM,07:52 AM,06:32 AM,07:17 PM,-2,8,11,8,33,17,45,0.0,1012,16,10,248,25,california
2015-04-07,15,5,0.0,11.6,4,69,10:31 PM,08:31 AM,06:30 AM,07:18 PM,0,6,9,6,37,14,55,0.1,1014,15,10,242,28,california
2015-04-08,16,3,0.0,11.6,4,61,11:27 PM,09:14 AM,06:29 AM,07:19 PM,-6,8,10,8,20,3,37,0.0,1017,16,10,254,13,california
2015-04-09,20,8,0.0,11.6,5,54,No moonrise,10:02 AM,06:28 AM,07:20 PM,-12,14,14,14,20,29,16,0.0,1014,20,10,192,13,california
2015-04-10,22,9,0.0,11.6,5,46,12:21 AM,10:55 AM,06:26 AM,07:21 PM,-5,15,16,15,17,34,26,0.0,1014,22,10,252,11,california
2015-04-11,23,9,0.0,11.6,5,39,01:13 AM,11:53 AM,06:25 AM,07:22 PM,-3,15,16,15,26,8,30,0.0,1012,23,10,292,17,california
2015-04-12,26,10,0.0,11.6,6,31,02:02 AM,12:54 PM,06:24 AM,07:22 PM,-3,18,18,18,17,2,30,0.0,1013,26,10,203,11,california
2015-04-13,20,8,0.0,9.1,4,24,02:48 AM,01:59 PM,06:22 AM,07:23 PM,-2,12,13,12,26,36,41,0.7,1014,20,10,233,18,california
2015-04-14,20,8,0.0,9.1,4,16,03:33 AM,03:06 PM,06:21 AM,07:24 PM,-4,12,13,12,25,44,36,0.0,1014,20,10,236,18,california
2015-04-15,19,11,0.0,11.6,5,9,04:14 AM,04:13 PM,06:20 AM,07:25 PM,-10,13,14,13,23,6,25,0.0,1015,19,10,173,14,california
2015-04-16,21,8,0.0,11.6,5,1,04:55 AM,05:23 PM,06:19 AM,07:26 PM,-13,13,14,13,20,0,16,0.0,1016,21,10,148,11,california
2015-04-17,24,11,0.0,11.6,6,0,05:36 AM,06:32 PM,06:17 AM,07:26 PM,-9,18,18,18,23,0,16,0.0,1016,24,10,251,14,california
2015-04-18,26,12,0.0,11.6,6,0,06:18 AM,07:41 PM,06:16 AM,07:27 PM,-4,20,20,20,23,0,20,0.0,1014,26,10,273,14,california
2015-04-19,27,14,0.0,11.6,6,0,07:02 AM,08:48 PM,06:15 AM,07:28 PM,-4,21,21,21,23,0,21,0.0,1011,27,10,261,14,california
2015-04-20,26,14,0.0,11.6,6,6,07:49 AM,09:52 PM,06:14 AM,07:29 PM,1,20,20,20,22,3,30,0.0,1009,26,10,251,15,california
2015-04-21,21,12,0.0,11.6,4,14,08:38 AM,10:52 PM,06:12 AM,07:30 PM,6,17,17,17,24,15,49,1.0,1009,21,10,244,18,california
2015-04-22,22,10,0.0,11.6,5,21,09:30 AM,11:46 PM,06:11 AM,07:30 PM,5,15,16,15,20,9,53,0.5,1009,22,10,236,15,california
2015-04-23,21,11,0.0,11.6,4,29,10:23 AM,No moonset,06:10 AM,07:31 PM,6,15,16,15,24,12,55,1.0,1009,21,10,249,18,california
2015-04-24,20,11,0.0,11.6,5,36,11:18 AM,12:35 AM,06:09 AM,07:32 PM,5,13,15,13,45,15,55,0.3,1010,20,10,264,35,california
2015-04-25,16,9,0.0,11.6,3,44,12:12 PM,01:19 AM,06:08 AM,07:33 PM,2,11,13,11,49,13,50,0.4,1011,16,10,273,37,california
2015-04-26,21,7,0.0,11.6,5,52,01:07 PM,01:58 AM,06:06 AM,07:34 PM,1,14,15,14,23,4,43,0.0,1014,21,10,296,16,california
2015-04-27,25,11,0.0,11.6,6,59,02:01 PM,02:34 AM,06:05 AM,07:35 PM,-2,18,18,18,17,11,31,0.0,1015,25,10,170,12,california
2015-04-28,25,10,0.0,11.6,6,67,02:54 PM,03:08 AM,06:04 AM,07:35 PM,-2,17,18,17,26,18,32,0.0,1013,25,10,255,18,california
2015-04-29,30,16,0.0,10.4,6,74,03:48 PM,03:40 AM,06:03 AM,07:36 PM,2,23,23,23,26,20,27,0.0,1011,30,10,268,16,california
2015-04-30,29,17,0.0,11.6,7,82,04:41 PM,04:11 AM,06:02 AM,07:37 PM,-1,23,23,23,24,43,21,0.0,1009,29,10,251,16,california
2015-05-01,28,17,0.0,10.4,6,86,05:36 PM,04:43 AM,06:01 AM,07:38 PM,-4,22,22,23,31,55,17,0.0,1011,28,10,241,21,california
2015-05-02,28,16,0.0,13.4,6,93,06:31 PM,05:16 AM,06:00 AM,07:39 PM,-3,21,21,22,26,0,19,0.0,1010,28,10,255,18,california
2015-05-03,26,14,0.0,13.8,6,100,07:28 PM,05:51 AM,05:59 AM,07:39 PM,-3,20,20,21,28,0,22,0.0,1009,26,10,263,19,california
2015-05-04,25,13,0.0,13.8,6,100,08:24 PM,06:29 AM,05:58 AM,07:40 PM,2,19,19,19,27,3,32,0.0,1010,25,10,252,20,california
2015-05-05,25,12,0.0,13.8,6,85,09:22 PM,07:12 AM,05:57 AM,07:41 PM,1,18,18,18,30,2,34,0.0,1010,25,10,254,23,california
2015-05-06,24,11,0.0,13.9,5,78,10:17 PM,07:59 AM,05:56 AM,07:42 PM,1,16,17,16,34,2,38,0.0,1007,24,10,255,26,california
2015-05-07,15,8,0.0,13.9,3,70,11:11 PM,08:51 AM,05:55 AM,07:43 PM,2,9,12,9,41,15,52,2.3,1007,15,10,239,33,california
2015-05-08,17,5,0.0,13.9,3,63,No moonrise,09:47 AM,05:54 AM,07:44 PM,1,9,11,9,25,31,51,0.3,1011,17,10,264,20,california
2015-05-09,23,8,0.0,13.9,5,56,12:01 AM,10:47 AM,05:53 AM,07:44 PM,4,15,16,15,22,5,48,0.2,1015,23,10,270,16,california
2015-05-10,27,11,0.0,13.9,6,49,12:47 AM,11:50 AM,05:52 AM,07:45 PM,-0,19,19,19,16,5,34,0.0,1014,27,10,231,10,california
2015-05-11,26,15,0.0,13.9,6,41,01:31 AM,12:54 PM,05:52 AM,07:46 PM,2,21,21,21,27,19,30,0.0,1010,26,10,251,19,california
2015-05-12,23,13,0.0,14.0,6,34,02:12 AM,02:00 PM,05:51 AM,07:47 PM,-1,18,18,18,32,27,27,0.0,1008,23,10,256,23,california
2015-05-13,21,10,0.0,14.0,5,27,02:52 AM,03:06 PM,05:50 AM,07:48 PM,-2,15,16,15,28,4,31,0.0,1010,21,10,246,22,california
2015-05-14,16,9,0.0,14.0,3,19,03:31 AM,04:13 PM,05:49 AM,07:48 PM,2,10,12,10,37,27,51,0.6,1009,16,10,237,30,california
2015-05-15,18,7,0.0,14.0,4,12,04:11 AM,05:21 PM,05:48 AM,07:49 PM,2,10,12,10,29,17,53,0.0,1009,18,10,273,23,california
2015-05-16,22,8,0.0,14.0,5,5,04:53 AM,06:27 PM,05:48 AM,07:50 PM,2,14,15,14,23,22,45,0.0,1013,22,10,257,18,california
2015-05-17,23,11,0.0,14.0,5,0,05:37 AM,07:33 PM,05:47 AM,07:51 PM,2,16,17,16,19,46,40,0.0,1013,23,10,214,14,california
2015-05-18,22,10,0.0,14.1,5,0,06:25 AM,08:35 PM,05:46 AM,07:51 PM,2,15,16,15,27,14,42,0.1,1014,22,10,263,21,california
2015-05-19,23,10,0.0,14.1,5,2,07:16 AM,09:33 PM,05:46 AM,07:52 PM,3,16,17,16,25,4,42,0.0,1014,23,10,259,19,california
2015-05-20,23,12,0.0,14.1,5,9,08:09 AM,10:26 PM,05:45 AM,07:53 PM,2,17,17,17,22,25,38,0.0,1011,23,10,244,16,california
2015-05-21,21,11,0.0,14.1,5,17,09:05 AM,11:13 PM,05:44 AM,07:54 PM,3,15,16,15,30,9,46,0.0,1011,21,10,249,23,california
2015-05-22,20,10,0.0,14.1,5,24,10:01 AM,11:55 PM,05:44 AM,07:54 PM,5,14,15,14,35,13,52,0.7,1013,20,10,267,27,california
2015-05-23,23,10,0.0,14.1,5,31,10:56 AM,No moonset,05:43 AM,07:55 PM,6,16,17,16,31,6,53,0.0,1014,23,10,264,24,california
2015-05-24,26,11,0.0,14.1,6,39,11:51 AM,12:33 AM,05:43 AM,07:56 PM,5,18,19,18,23,7,44,0.3,1012,26,10,233,17,california
2015-05-25,27,14,0.0,14.1,6,46,12:45 PM,01:08 AM,05:42 AM,07:56 PM,7,20,20,20,21,3,45,0.0,1012,27,10,248,16,california
2015-05-26,26,14,0.0,12.2,5,53,01:39 PM,01:40 AM,05:42 AM,07:57 PM,7,21,21,20,21,44,45,0.0,1012,26,10,243,16,california
2015-05-27,30,15,0.0,14.2,6,60,02:32 PM,02:12 AM,05:41 AM,07:58 PM,6,22,22,22,21,1,39,0.0,1012,30,10,254,15,california
2015-05-28,32,15,0.0,14.2,7,68,03:27 PM,02:43 AM,05:41 AM,07:58 PM,-1,23,23,24,23,4,22,0.0,1012,32,10,268,14,california
2015-05-29,34,17,0.0,14.2,7,75,04:21 PM,03:15 AM,05:40 AM,07:59 PM,0,25,25,26,22,3,20,0.0,1012,34,10,232,14,california
2015-05-30,35,20,0.0,14.5,8,82,05:18 PM,03:50 AM,05:40 AM,08:00 PM,-2,26,26,28,21,1,16,0.0,1011,35,10,242,13,california
2015-05-31,34,20,0.0,14.5,7,86,06:14 PM,04:26 AM,05:40 AM,08:00 PM,1,26,26,27,28,0,21,0.0,1010,34,10,243,20,california
2015-06-01,29,16,0.0,14.5,7,100,07:12 PM,05:07 AM,05:39 AM,08:01 PM,0,22,22,23,33,0,25,0.0,1012,29,10,259,25,california
2015-06-02,29,14,0.0,14.5,6,100,08:10 PM,05:53 AM,05:39 AM,08:02 PM,5,21,21,21,31,0,37,0.0,1012,29,10,269,23,california
2015-06-03,28,15,0.0,14.5,6,85,09:05 PM,06:44 AM,05:39 AM,08:02 PM,4,21,21,22,35,5,34,0.0,1009,28,10,267,26,california
2015-06-04,26,15,0.0,14.5,6,77,09:58 PM,07:40 AM,05:38 AM,08:03 PM,0,20,20,20,32,7,28,0.0,1008,26,10,254,25,california
2015-06-05,27,12,0.0,14.5,6,69,10:47 PM,08:40 AM,05:38 AM,08:03 PM,3,20,20,20,22,1,35,0.0,1008,27,10,249,17,california
2015-06-06,29,14,0.0,14.5,6,62,11:32 PM,09:43 AM,05:38 AM,08:04 PM,4,22,22,22,20,3,34,0.0,1010,29,10,224,14,california
2015-06-07,33,18,0.0,14.5,7,54,No moonrise,10:47 AM,05:38 AM,08:04 PM,1,25,25,26,25,1,23,0.0,1011,33,10,113,17,california
2015-06-08,36,21,0.0,14.5,8,47,12:13 AM,11:53 AM,05:38 AM,08:05 PM,-1,28,28,29,28,1,15,0.0,1011,36,10,99,18,california
2015-06-09,30,22,0.0,13.4,6,39,12:53 AM,12:58 PM,05:38 AM,08:05 PM,3,25,25,26,22,25,24,0.2,1010,30,10,249,15,california
2015-06-10,28,18,0.0,14.5,7,32,01:32 AM,02:03 PM,05:37 AM,08:06 PM,9,24,24,24,32,5,39,0.0,1010,28,10,265,24,california
2015-06-11,32,17,0.0,14.5,7,24,02:10 AM,03:09 PM,05:37 AM,08:06 PM,9,24,24,25,22,5,39,0.0,1009,32,10,267,16,california
2015-06-12,35,21,0.0,14.5,8,17,02:50 AM,04:14 PM,05:37 AM,08:07 PM,8,27,27,28,20,4,29,0.3,1008,35,10,235,13,california
2015-06-13,35,22,0.0,14.5,8,9,03:32 AM,05:18 PM,05:37 AM,08:07 PM,9,28,28,29,27,3,31,0.1,1007,35,10,268,19,california
2015-06-14,35,21,0.0,14.5,8,2,04:17 AM,06:21 PM,05:37 AM,08:07 PM,4,28,28,29,27,0,22,0.0,1007,35,10,264,19,california
2015-06-15,36,26,0.0,14.5,8,0,05:05 AM,07:21 PM,05:37 AM,08:08 PM,1,29,29,31,31,0,16,0.0,1008,36,10,255,21,california
2015-06-16,35,20,0.0,14.5,8,0,05:57 AM,08:15 PM,05:37 AM,08:08 PM,-5,27,27,28,31,1,12,0.0,1010,35,10,266,19,california
