date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2021-06-23,33,20,0.0,14.5,7,94,07:29 PM,04:25 AM,05:39 AM,08:10 PM,1,27,27,27,30,1,21,0.0,1010,33,10,225,21,california
2021-06-24,34,18,0.0,14.5,7,100,08:37 PM,05:21 AM,05:39 AM,08:10 PM,3,26,26,26,26,0,26,0.0,1011,34,10,231,17,california
2021-06-25,34,19,0.0,14.5,7,100,09:38 PM,06:23 AM,05:39 AM,08:10 PM,-0,27,27,27,20,0,21,0.0,1010,34,10,229,13,california
2021-06-26,38,21,0.0,14.5,8,83,10:28 PM,07:32 AM,05:40 AM,08:10 PM,2,30,30,30,15,2,19,0.0,1008,38,10,215,9,california
2021-06-27,41,27,0.0,14.5,9,75,11:11 PM,08:41 AM,05:40 AM,08:10 PM,4,34,34,34,18,0,16,0.0,1004,41,10,187,11,california
2021-06-28,41,28,0.0,14.5,9,68,11:46 PM,09:49 AM,05:41 AM,08:10 PM,3,34,34,35,17,4,16,0.0,1002,41,10,217,11,california
2021-06-29,38,28,0.0,14.5,7,60,No moonrise,10:53 AM,05:41 AM,08:10 PM,7,32,32,33,14,14,21,0.2,1005,38,10,216,10,california
2021-06-30,36,19,0.0,14.5,8,53,12:15 AM,11:54 AM,05:41 AM,08:10 PM,10,29,29,29,17,18,32,0.4,1009,36,10,164,13,california
2021-07-01,35,23,0.0,14.5,8,51,12:43 AM,12:52 PM,05:42 AM,08:10 PM,3,29,29,29,18,1,22,0.0,1009,35,10,202,13,california
2021-07-02,36,22,0.0,14.5,8,44,01:09 AM,01:49 PM,05:42 AM,08:10 PM,2,29,29,29,19,0,21,0.0,1010,36,10,212,12,california
2021-07-03,37,25,0.0,14.5,8,36,01:35 AM,02:45 PM,05:43 AM,08:10 PM,-1,31,31,31,20,6,14,0.0,1010,37,10,219,14,california
2021-07-04,37,24,0.0,14.5,8,29,02:01 AM,03:42 PM,05:43 AM,08:10 PM,-0,30,30,30,22,0,15,0.0,1011,37,10,239,15,california
2021-07-05,38,22,0.0,14.5,8,22,02:30 AM,04:39 PM,05:44 AM,08:10 PM,0,30,30,30,21,0,16,0.0,1010,38,10,229,14,california
2021-07-06,39,23,0.0,14.5,8,15,03:03 AM,05:37 PM,05:44 AM,08:09 PM,1,32,32,32,18,0,16,0.0,1010,39,10,224,12,california
2021-07-07,40,25,0.0,14.5,8,7,03:41 AM,06:34 PM,05:45 AM,08:09 PM,2,33,33,33,20,0,16,0.0,1007,40,10,244,13,california
2021-07-08,41,27,0.0,14.5,9,0,04:24 AM,07:29 PM,05:45 AM,08:09 PM,4,34,34,34,21,3,16,0.0,1007,41,10,229,14,california
2021-07-09,41,26,0.0,14.5,9,0,05:14 AM,08:20 PM,05:46 AM,08:09 PM,5,34,34,34,22,0,18,0.0,1009,41,10,236,14,california
2021-07-10,43,27,0.0,14.5,9,0,06:09 AM,09:07 PM,05:46 AM,08:08 PM,5,35,35,35,25,4,17,0.0,1009,43,10,265,17,california
2021-07-11,43,29,0.0,14.5,9,7,07:09 AM,09:48 PM,05:47 AM,08:08 PM,6,37,37,37,19,5,17,0.0,1007,43,10,250,12,california
2021-07-12,42,28,0.0,14.5,9,14,08:11 AM,10:24 PM,05:48 AM,08:08 PM,3,35,35,36,19,10,15,0.0,1007,42,10,237,13,california
2021-07-13,41,27,0.0,14.5,9,22,09:15 AM,10:57 PM,05:48 AM,08:07 PM,5,34,34,34,22,5,18,0.0,1008,41,10,218,15,california
2021-07-14,38,25,0.0,14.5,8,29,10:19 AM,11:27 PM,05:49 AM,08:07 PM,4,31,31,31,35,0,19,0.0,1009,38,10,225,23,california
2021-07-15,36,23,0.0,14.5,8,36,11:23 AM,11:57 PM,05:49 AM,08:06 PM,2,30,30,30,34,0,20,0.0,1009,36,10,228,23,california
2021-07-16,37,23,0.0,14.5,8,43,12:28 PM,No moonset,05:50 AM,08:06 PM,0,30,30,30,29,2,16,0.0,1009,37,10,235,19,california
2021-07-17,38,23,0.0,14.5,8,51,01:35 PM,12:26 AM,05:51 AM,08:05 PM,1,31,31,31,21,0,16,0.0,1010,38,10,219,14,california
2021-07-18,36,25,0.0,14.5,8,58,02:44 PM,12:58 AM,05:51 AM,08:05 PM,3,30,30,31,10,18,19,0.0,1013,36,10,190,6,california
2021-07-19,37,25,0.0,14.5,8,65,03:55 PM,01:34 AM,05:52 AM,08:04 PM,7,31,31,32,20,15,23,0.2,1013,37,10,222,14,california
2021-07-20,38,25,0.0,14.5,8,73,05:08 PM,02:16 AM,05:53 AM,08:04 PM,6,30,30,31,22,2,21,0.0,1012,38,10,223,15,california
2021-07-21,38,25,0.0,14.5,8,80,06:18 PM,03:06 AM,05:53 AM,08:03 PM,5,30,30,31,22,6,19,0.0,1009,38,10,230,15,california
2021-07-22,38,27,0.0,14.5,8,87,07:22 PM,04:04 AM,05:54 AM,08:02 PM,7,30,30,32,24,6,21,0.0,1010,38,10,221,17,california
2021-07-23,37,26,0.0,14.5,8,94,08:16 PM,05:10 AM,05:55 AM,08:02 PM,4,30,30,31,27,4,20,0.0,1012,37,10,224,19,california
2021-07-24,37,25,0.0,14.5,8,100,09:03 PM,06:19 AM,05:56 AM,08:01 PM,4,30,30,31,24,7,20,0.0,1010,37,10,223,17,california
2021-07-25,34,24,0.0,12.3,7,100,09:41 PM,07:29 AM,05:56 AM,08:00 PM,4,28,28,29,19,35,21,0.4,1010,34,10,202,13,california
2021-07-26,32,22,0.0,14.4,6,84,10:13 PM,08:35 AM,05:57 AM,08:00 PM,7,27,27,27,10,45,30,0.5,1012,32,10,151,7,california
2021-07-27,34,22,0.0,14.0,7,77,10:42 PM,09:39 AM,05:58 AM,07:59 PM,9,28,28,28,11,3,33,0.0,1013,34,10,178,8,california
2021-07-28,36,25,0.0,14.0,8,69,11:09 PM,10:40 AM,05:58 AM,07:58 PM,7,29,29,31,16,4,24,0.0,1013,36,10,210,11,california
2021-07-29,38,26,0.0,14.0,8,62,11:36 PM,11:38 AM,05:59 AM,07:57 PM,6,31,31,32,16,2,21,0.0,1011,38,10,222,11,california
2021-07-30,37,27,0.0,13.6,8,55,No moonrise,12:35 PM,06:00 AM,07:56 PM,6,30,30,32,19,14,21,0.0,1011,37,10,210,14,california
2021-07-31,34,25,0.0,11.6,8,51,12:02 AM,01:33 PM,06:01 AM,07:56 PM,9,29,29,30,12,14,28,0.0,1014,34,10,201,10,california
2021-08-01,35,25,0.0,11.6,8,40,12:30 AM,02:30 PM,06:01 AM,07:55 PM,7,29,29,29,16,4,29,0.0,1014,35,10,170,12,california
